,Name,Province,Service,Address,Location
3881,Sürat Kargo Şırnak Şube,Şırnak,Git Kargo,"Yeni, Şht. Üst Teğmen Mehmet Esin Cd. No:15/B, 73040 Şırnak Merkez/Şırnak, Türkiye","37.518403899999996, 42.459872"
3882,MNG Kargo,Şırnak,Git Kargo,"Vakıfkent, Şht. Üst Teğmen Mehmet Esin Cd. No:46, 73100 Şırnak Merkez/Şırnak, Türkiye","37.517677299999995, 42.4611297"
3883,Kargoist Süleymanpaşa Şubesi,Tekirdağ,Git Kargo,"100. Yıl, Çapa Sk. No: 15-A, 59000 Süleymanpaşa/Tekirdağ, Türkiye","40.9720437, 27.491000699999997"
3884,UPS,Tekirdağ,Git Kargo,"100. Yıl, 100 yıl sanayi sitesi 8 blok, 59100 Süleymanpaşa/Tekirdağ, Türkiye","40.971723999999995, 27.4854135"
3885,DHL Service Point (TEKIRDAG Acente),Tekirdağ,Git Kargo,"100. Yıl, Tarık Buğra Cad No:8-12C, 59000 Süleymanpaşa/Tekirdağ, Türkiye","40.9710098, 27.490864199999997"
3886,Git Kargo - Yeni Nesil Kargo,Tekirdağ,Git Kargo,"Barbaros, Begonya Sk. No:1/2, 34746 Ataşehir/İstanbul, Türkiye","40.9992976, 29.0965994"
3887,Post Office - Tekirdag Sb.,Tekirdağ,Git Kargo,"Ortacami Mah, Tekirdağ Merkezi, Hükümet Cd. No:20, 59000 Süleymanpaşa/Tekirdağ, Türkiye","40.9784413, 27.514058"
3888,Ergül Kargo Tekirdağ Şubesi,Tekirdağ,Git Kargo,"Velimeşe, Hacı İbiş Sk No:36, 59880, 59880 Ergene/Tekirdağ, Türkiye","41.2457497, 27.880319699999998"
3889,Grandeur | Mobile,Tekirdağ,Git Kargo,"Hürriyet, Ziya Şira Sk No:8/1, 59020 Süleymanpaşa/Tekirdağ, Türkiye","40.9891771, 27.5591592"
3890,PTT kargo,Tekirdağ,Git Kargo,"Fatih, Eray Sk., 59500 Çerkezköy/Tekirdağ, Türkiye","41.2830972, 28.010978700000003"
3891,Tekirdağ İl Göç İdaresi Müdürlüğü,Tekirdağ,Git Kargo,"Hürriyet, Zümrüt Çayı Sk No:15, 59030 Süleymanpaşa/Tekirdağ, Türkiye","40.982673, 27.557354"
3892,Yurtiçi Kargo Günebakan,Tekirdağ,Git Kargo,"Muhittin mah. Adnan Kahveci cad. Yiğitler Konakları No: 32/34 Dükkan 1-2, Muhittin, D:3, 59850 Çorlu/Tekirdağ, Türkiye","41.152789899999995, 27.8199813"
3893,Sürat Kargo Cemaliye Şube,Tekirdağ,Git Kargo,"Şeyh Sinan, Derinyol 3. Sk. No:12, 59850 Çorlu/Tekirdağ, Türkiye","41.1567097, 27.7965602"
3894,Mng Kargo - Traklar Şubesi,Tekirdağ,Git Kargo,"Şeyh Sinan Mh, Atatürk Blv. No:140A, 59850 Çorlu/Tekirdağ, Türkiye","41.158933999999995, 27.788634"
3895,Sürat Kargo Türkgücü Şube,Tekirdağ,Git Kargo,"Muhittin, Yavuz Selim Cd. No:26, 59850 Çorlu/Tekirdağ, Türkiye","41.1533252, 27.8206073"
3896,Aras Kargo - Menekşe Şubesi,Tekirdağ,Git Kargo,"Sağlık, Edirne 4. Sk. No:30-32A, 59930 Ergene/Tekirdağ, Türkiye","41.1840407, 27.769134599999997"
3897,Kargokar Çorlu şubesi,Tekirdağ,Git Kargo,"Velimeşe, İstasyon Caddesi No:49, 59880 Ergene/Tekirdağ, Türkiye","41.2482106, 27.8807391"
3898,Kargoist,Tekirdağ,Git Kargo,"Hatip, Koşubayırı Sk., 59860 Çorlu/Tekirdağ, Türkiye","41.1618364, 27.782178599999998"
3899,Rumeli Köfte Sergen Özen,Tekirdağ,Git Kargo,"100. Yıl Mahallesi Testere Sokak, 100. Yıl, Aras Kargo Karşısı, Yeni Sanayi Sitesi 4/1, 59100 Süleymanpaşa/Tekirdağ, Türkiye","40.9735775, 27.4848854"
3900,GIT GIT CHICKEN DÖNER - İskenderun (HATAY) Soslu,Tokat,Git Kargo,"Esentepe Mahallesi Ataturk Caddesi, Esentepe, Megakent Sitesi, 60100 Tokat Merkez/Tokat, Türkiye","40.334117899999995, 36.552602799999995"
3901,Domestic Shipping slap,Tokat,Git Kargo,"Gülbahar Hatun Mah., Behzat Blv., 9. Sokak, Kaya Apt. Altı No:4, 34398 Merkez/Tokat Merkez/Tokat, Türkiye","40.3227122, 36.5549506"
3902,Speed ​​Cargo slap Agent,Tokat,Git Kargo,"Yeşilırmak, Mehmet Şahin Cd. 4. Sk., 60030 Merkez/Tokat Merkez/Tokat, Türkiye","40.3330047, 36.5463076"
3903,Aykargo Tokat,Tokat,Git Kargo,"Yeşilırmak, Gaziosmanpaşa Blv. No:84, 60030 Tokat Merkez/Tokat, Türkiye","40.3225893, 36.551521099999995"
3904,MNG Kargo,Tokat,Git Kargo,"Yeşilırmak, Mehmet Şahin Cd. 4 Sok No:4/B, 60100 Tokat Merkez/Tokat, Türkiye","40.3329501, 36.546461199999996"
3905,Aras Kargo Tokat Şubesi,Tokat,Git Kargo,"Yeşilırmak, Gelincik Cd. No:25/A, 60100 Tokat Merkez/Tokat, Türkiye","40.3285493, 36.5513973"
3906,Yurtiçi Kargo Topçam İrtibat,Tokat,Git Kargo,"Yeşilırmak, Bosna 6. sok No: 9/A, 60030 Tokat Merkez/Tokat, Türkiye","40.3310813, 36.5468559"
3907,Mng Kargo - Topçam Şubesi,Tokat,Git Kargo,"Karşıyaka, Fatih Cd. No:159B, 60200 Tokat Merkez/Tokat, Türkiye","40.3439705, 36.5494833"
3908,Trendyol express Tokat Merkez,Tokat,Git Kargo,"Yeni, Alperen sokak no 8h, 60100 Tokat Merkez/Tokat, Türkiye","40.3277517, 36.559888199999996"
3909,GIT GIT CHICKEN HORON KÖFTE,Trabzon,Git Kargo,"No:, Kemerkaya, Kasımoğlu işhanı No:12/B, 61040 Ortahisar/Trabzon, Türkiye","41.0055781, 39.7283331"
3910,Kargoist Trabzon Şubesi,Trabzon,Git Kargo,"Akyazı, Dereboyu Cd. No:28, 61195 Trabzon Merkez/Trabzon, Türkiye","40.993696899999996, 39.654983099999995"
3911,GIT GIT CHICKEN HORON KÖFTE KALKINMA,Trabzon,Git Kargo,"Kalkınma, 61080 Ortahisar/Trabzon, Türkiye","40.9964333, 39.761976499999996"
3912,GIT GIT HORON KÖFTE,Trabzon,Git Kargo,"Çukurçayır, İpekyolu Cd. no:21, 61100 Ortahisar/Trabzon, Türkiye","40.9878615, 39.728062"
3913,GIT GIT CHICKEN ERDOĞDU,Trabzon,Git Kargo,"kisarna 1nolu sok, 2 Nolu Erdoğdu, türkler apt, Soğuksu Cd. no:-1, 61100 Ortahisar/Trabzon, Türkiye","40.993732099999995, 39.7044025"
3914,Gıt Gıt Dürüm,Trabzon,Git Kargo,"Konaklar, Burla Hatun Cd. No:18, 61010 Ortahisar/Trabzon, Türkiye","40.991293399999996, 39.783601"
3915,PTT - Trabzon Posta Kargo Işleme ve Dağıtım Merkezi,Trabzon,Git Kargo,"Yalıncak, Rize Cd. No:92, 61400 Merkez/Trabzon, Türkiye","40.9838178, 39.8202484"
3916,Gıt Gıt Chicken,Trabzon,Git Kargo,"Kemerkaya, Kahramanmaraş Cd. No:5, 61200 Trabzon Merkez/Trabzon, Türkiye","41.0057198, 39.729937799999995"
3917,Git Kargo - Yeni Nesil Kargo,Trabzon,Git Kargo,"Barbaros, Begonya Sk. No:1/2, 34746 Ataşehir/İstanbul, Türkiye","40.9992976, 29.0965994"
3918,Git git dürüm,Trabzon,Git Kargo,"Dürbinar, Yunus Emre Sk. 1 A, 61300 Akçaabat/Trabzon, Türkiye","41.0213394, 39.568942199999995"
3919,Gıt Gıt Horon Köfte Sögütlü Şubesi,Trabzon,Git Kargo,"Söğütlü, Adnan Kahveci Blv. No:108, 61310 Söğütlü/Trabzon, Türkiye","41.012508, 39.607847199999995"
3920,PTT,Trabzon,Git Kargo,"Merkez Mahallesi, Ana Cd. 142/B, 61220 Ortahisar/Trabzon, Türkiye","40.975305399999996, 39.8210993"
3921,Crakers Pizza - Beşirli Şubesi,Trabzon,Git Kargo,"1 Nolu Beşirli, Devlet Sahil Yolu Cd. No:515, 61040 Ortahisar/Trabzon, Türkiye","40.9950342, 39.6708564"
3922,Yurtiçi Kargo Tunceli,Tunceli,Git Kargo,"Moğultay mah. Opr. Dr. M. Kahraman cad. Karataş Apt. Sit. No: 12A/A, Moğultay, 62100 Tunceli Merkez/Tunceli, Türkiye","39.1069744, 39.550573299999996"
3923,Sürat Kargo Tunceli Şube,Tunceli,Git Kargo,"Moğultay, Opr. Dr. M. Kahraman Cd. No:22/A, 62100 Tunceli Merkez/Tunceli, Türkiye","39.1074058, 39.5505577"
3924,MNG Kargo,Tunceli,Git Kargo,"Moğultay, Opr. Dr. M. Kahraman Cd. No:10A, 62100 Tunceli Merkez/Tunceli, Türkiye","39.106459699999995, 39.5505583"
3925,HepsiJET Tunceli şubesi,Tunceli,Git Kargo,"Atatürk, Mahmut Tan Sk. No:42, 62000 Tunceli Merkez/Tunceli, Türkiye","39.0880645, 39.537003399999996"
3926,Aras Kargo Tunceli Şubesi,Tunceli,Git Kargo,"Moğultay, Oğuz Sk. No: 3, 62000 Tunceli Merkez/Tunceli, Türkiye","39.1056303, 39.5491039"
3927,Ptt-tunceli Şubesi,Tunceli,Git Kargo,"Moğultay, Okullar Cd., 62000 Pk:62000 Merkez/Tunceli, Türkiye","39.1076, 39.548645"
3928,AGT KURYE,Uşak,Git Kargo,"Kurtuluş, UTSO işmerkezi, Çavuş Çeşme Sk. UTSO işmerkezi No:29 kat 3, 64400 Merkez/Uşak, Türkiye","38.6768834, 29.404906800000003"
3929,Sürat Kargo Kilim Şube,Uşak,Git Kargo,"Sarayaltı, Yıldırım Beyazıt Cd. No:127/A, 64200 Merkez/Uşak, Türkiye","38.6732157, 29.4215894"
3930,Yurtiçi Kargo Dericiler,Uşak,Git Kargo,"Sarayaltı mah. Uğur Aydın Sk. J6 Blok Z01 No: 119, Sarayaltı, 64200 Uşak Merkez/Uşak, Türkiye","38.6739584, 29.4201624"
3931,DHL Express,Uşak,Git Kargo,"Durak Mahallesi, Gazi Bulvarı P3 Blok, No:95/Z07, Durak, 64100 Uşak Merkez/Uşak, Türkiye","38.6709671, 29.4189035"
3932,Git Kargo - Yeni Nesil Kargo,Uşak,Git Kargo,"Barbaros, Begonya Sk. No:1/2, 34746 Ataşehir/İstanbul, Türkiye","40.9992976, 29.0965994"
3933,Kargo,Uşak,Git Kargo,"Fevzi Çakmak, H, Halil Kaya Gedik Blv. NO:65/B, 64100 MERKEZ/Uşak, Türkiye","38.662853, 29.431689000000002"
3934,Aras Kargo - Kilim Şubesi,Uşak,Git Kargo,"Durak, Hoca Ahmed Yesevi Cd No:23, 64200 Uşak Merkez/Uşak, Türkiye","38.674965199999995, 29.4130027"
3935,Yurtiçi Kargo Kanyon,Uşak,Git Kargo,"İslice Mah. 1. Dere Sokak No: 22/A, İslice, 1. Dere Sk. No:22, 64200 Merkez/Uşak, Türkiye","38.6766022, 29.407117600000003"
3936,Yurtiçi Kargo Karun,Uşak,Git Kargo,"Kemalöz, 7. Yöre Sk. No: 26/A, 64200 Merkez/Uşak, Türkiye","38.663489, 29.386118999999994"
3937,Ptt Uşak Şubesi,Uşak,Git Kargo,"Kurtuluş Mahallesi,, İsmet Paşa Cd. No:106, 64100 Merkez/Uşak Merkez/Uşak, Türkiye","38.6756878, 29.4053343"
3938,Mng Kargo - Karun Şubesi,Uşak,Git Kargo,"Fevzi Çakmak, 3. Ray Sk. No:2A, 64200 Merkez/Uşak, Türkiye","38.6694807, 29.413684900000003"
3939,Aras Kargo - Karun Şubesi,Uşak,Git Kargo,"Fevzi Çakmak, 1. Keresteciler Sk. No:4, 64200 Merkez/Uşak, Türkiye","38.6694453, 29.443444999999997"
3940,Git Kargo - Yeni Nesil Kargo,Van,Git Kargo,"Barbaros, Begonya Sk. No:1/2, 34746 Ataşehir/İstanbul, Türkiye","40.9992976, 29.0965994"
3941,Git Kargo - Yeni Nesil Kargo,Yalova,Git Kargo,"Barbaros, Begonya Sk. No:1/2, 34746 Ataşehir/İstanbul, Türkiye","40.9992976, 29.0965994"
3942,Yurtiçi Kargo Yalı,Yalova,Git Kargo,"Kazım Karabekir, Şht. Ömer Faydalı Cd. No: 265/B, 77200 Yalova Merkez/Yalova, Türkiye","40.6542405, 29.2486468"
3943,Git Kargo Zeugma İstasyon,Yalova,Git Kargo,"Merkez, Bağlar Cd no56/A, 34245 Gaziosmanpaşa/İstanbul, Türkiye","41.062731199999995, 28.9083065"
3944,Speed ​​Cargo Branch Ciftlikkoy,Yalova,Git Kargo,"İsmet Paşa, Milis Teğmen Rasim Koçal Cd. No: 9 A, 77100 Yalova Merkez/Yalova, Türkiye","40.6581307, 29.300317099999994"
3945,Sürat Kargo Yalova Şube,Yalova,Git Kargo,"Dere, Yasemin Sk. No:22/A, 77200 Yalova Merkez/Yalova, Türkiye","40.6515589, 29.266964299999998"
3946,Git Kargo Efes İstasyon,Yalova,Git Kargo,"Mimar Sinan, Ethem Sk. no14/A, 34782 Çekmeköy/İstanbul, Türkiye","41.0299504, 29.173748600000003"
3947,Yurtiçi Kargo Ova,Yalova,Git Kargo,"Dere, Ziver Tüzel Cd. No: 43 A D:10, 77200 Yalova Merkez/Yalova, Türkiye","40.648020599999995, 29.262845199999997"
3948,Yurtiçi Kargo Elmalık,Yalova,Git Kargo,"İsmet Paşa, Yahya Kemal Sk. No: 36/A, 77200 Yalova Merkez/Yalova, Türkiye","40.6553341, 29.3053704"
3949,Mng Kargo - Mimoza Şubesi,Yalova,Git Kargo,"Dere, Mehmet Durman Sk. No:79A, 77200 Yalova Merkez/Yalova, Türkiye","40.645517399999996, 29.2649707"
3950,Mng Kargo - Ova Şubesi,Yalova,Git Kargo,"İsmet Paşa, Atatürk Blv. No:128, 77200 Yalova Merkez/Yalova, Türkiye","40.6588518, 29.2978071"
3951,Aras Kargo Mimoza Şubesi,Yalova,Git Kargo,"Adnan Menderes, Rahmi Üstel Cd. No: 16, 77200 Yalova Merkez/Yalova, Türkiye","40.6486917, 29.260776999999997"
3952,Göç idaresi(yabanci Polis),Yalova,Git Kargo,"Rüstem Paşa, Şair Nedim Sk. No:30, 77200 Yalova Merkez/Yalova, Türkiye","40.6526867, 29.267988799999998"
3953,Aras Kargo Çiçekçiler Şubesi,Yalova,Git Kargo,"Gazi Osman Paşa, Gaziosmanpaşa Cd. no:41A, 77200 Yalova Merkez/Yalova, Türkiye","40.6564572, 29.2911443"
3954,Yozgat Ptt Kargo,Yozgat,Git Kargo,"Karatepe, 66100 Yozgat Merkez/Yozgat, Türkiye","39.8264859, 34.8174973"
3955,Yurtiçi Kargo Yozgat,Yozgat,Git Kargo,"Medrese Mh., Ankara Cd. Nurdoğdu Apt. No:32, 34398 Merkez/Yozgat Merkez/Yozgat, Türkiye","39.8209103, 34.8071753"
3956,Sürat Kargo Yozgat Şube,Yozgat,Git Kargo,"Medrese, Sivas Caddesi No:40, 66100 Yozgat Merkez/Yozgat, Türkiye","39.822313, 34.813207999999996"
3957,Mng Kargo - Yozgat Şubesi,Yozgat,Git Kargo,"Medrese, Adnan Menderes Blv. No:142A, 66100 Yozgat Merkez/Yozgat, Türkiye","39.821619999999996, 34.812726"
3958,Aras Kargo Yozgat Şubesi,Yozgat,Git Kargo,"Köseoğlu, 120. Sk. No:6/B, 66100 Yozgat Merkez/Yozgat, Türkiye","39.8205058, 34.8049443"
3959,İl Göç Dairesi İl Müdürlüğü,Yozgat,Git Kargo,"Karatepe, 66100 Yozgat Merkez/Yozgat, Türkiye","39.8286448, 34.8211449"
3960,Git Kargo - Yeni Nesil Kargo,Zonguldak,Git Kargo,"Barbaros, Begonya Sk. No:1/2, 34746 Ataşehir/İstanbul, Türkiye","40.9992976, 29.0965994"
3961,Yurtiçi Kargo Kömürkent,Zonguldak,Git Kargo,"Mi̇thatpaşa Mah, Aziziye Cd. No: 9/A, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.4518203, 31.7949657"
3962,zonguldak ptt kargo şubesi,Zonguldak,Git Kargo,"Terakki, Cumhuriyet Cd. No:38, 67100, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.4509888, 31.784554399999998"
3963,Sürat Kargo Zonguldak Sube,Zonguldak,Git Kargo,"Mithatpaşa, Aziziye Cd. No:105/A, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.453838999999995, 31.798838"
3964,Zonguldak PTT Merkezi,Zonguldak,Git Kargo,"Meşrutiyet, Gazipaşa Caddesi Posta Sokak No:1, 67030 Zonguldak Merkez/Zonguldak, Türkiye","41.4558375, 31.7887474"
3965,Yurtiçi Kargo Karaelmas,Zonguldak,Git Kargo,"Karaelmas mah. Mustafa Aşçı cad. No: 12/A, Karaelmas, Merkez Sk., 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.4504936, 31.795772200000002"
3966,Aras Kargo Zonguldak Şubesi,Zonguldak,Git Kargo,"Mithatpaşa, Aziziye Cd. No:13B, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.45221850000001, 31.796909999999997"
3967,Mng Kargo - Soğuksu Şubesi,Zonguldak,Git Kargo,"Terakki, Mehmet Akif Ersoy Cd. No:55B, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.449396, 31.786181000000003"
3968,Kargo,Zonguldak,Git Kargo,"Terakki, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.4558603, 31.788674099999998"
3969,AYKARGO KENAN EVREN BULVARI - AYTÜP DAĞITIM,Adana,AyKargo,"Toros, EROĞLU APT, Şehitler Bulvarı NO:87/C, 01170 Çukurova/Adana, Türkiye","37.044933, 35.300365899999996"
3970,AYKARGO TURGUT ÖZAL -AYTÜP DAĞITIM,Adana,AyKargo,"Turgut Özal Bulvarı, Güzelyalı, Bilir Apt No:46/G, 01170 Çukurova/Adana, Türkiye","37.041726499999996, 35.3140995"
3971,AYKARGO İBO OSMAN CADDESİ - AYTÜP DAĞITIM,Adana,AyKargo,"SÜMER MAHALLESİ İBO OSMAN CADDESİ ÖZÜTÜKENMEZ SİTESİ, Sümer, NO:172/C, 01170 Seyhan/Adana, Türkiye","37.0217591, 35.3137726"
3972,Yurtiçi Kargo Adıyaman,Adıyaman,AyKargo,"Altınşehir, 30150. Sk. NO:18/A - 18/B, 02040 Adıyaman Merkez/Adıyaman, Türkiye","37.740150199999995, 38.2214418"
3973,UPS Adıyaman Merkez Yetkili Servis Sağlayıcı,Adıyaman,AyKargo,"Turgut Reis Mah, Fevzi Çakmak No: 97 / A, 02040 Merkez/Adıyaman Merkez/Adıyaman, Türkiye","37.76511, 38.2709694"
3974,Sürat Kargo Safvan Şube,Adıyaman,AyKargo,"Yeşilyurt, 21179. Sk. No:19, 02200 Adıyaman Merkez/Adıyaman, Türkiye","37.7842079, 38.3007393"
3975,Aras Kargo Yaman Şubesi,Adıyaman,AyKargo,"Mehmet Akif, Sakarya Cd. No:30A, 02200 Adıyaman Merkez/Adıyaman, Türkiye","37.7664198, 38.2800711"
3976,Mng Kargo - Nemrut Şubesi,Adıyaman,AyKargo,"Yeşilyurt, Yeşilyurt Cd. No:20, 02200 Adıyaman Merkez/Adıyaman, Türkiye","37.769914299999996, 38.287153599999996"
3977,Aras Cargo Adiyaman Adiyaman Branch,Adıyaman,AyKargo,"Petrol OSB Mh, 18. Cd, 02040 Petrol Osb/Adıyaman Merkez/Adıyaman, Türkiye","37.7728645, 38.2193719"
3978,Aykargo Dazkırı,Afyonkarahisar,AyKargo,"Kurtuluş, Hükümet Cd. No:26, 03950 Dazkırı/Afyonkarahisar, Türkiye","37.919737999999995, 29.859166"
3979,Aykargo Teslimat Noktası Emirdağ,Afyonkarahisar,AyKargo,"İncili, Şht. Asb. Yücel Kıl Sk. No:36, 03600 Emirdağ/Afyonkarahisar, Türkiye","39.0192579, 31.149716999999995"
3980,Aykargo Teslimat Noktası Uluborlu,Afyonkarahisar,AyKargo,"Pazar, Ulupark Cd. No:27, 32650 Uluborlu/Isparta, Türkiye","38.0790273, 30.450573499999997"
3981,Yurtiçi Kargo Ağrı,Ağrı,AyKargo,"Leylek Pınar, Vali Konağı Cd. No: 19/A, 04100 Ağrı Merkez/Ağrı, Türkiye","39.7216482, 43.0561045"
3982,Aygaz Tup Bayi,Aksaray,AyKargo,"Coğlaki mah. kurtuluş cad, Coğlaki, Kurtuluş Cd. no:11/A, 68100 Aksaray Merkez/Aksaray, Türkiye","38.372411899999996, 34.0337288"
3983,Ipragaz,Aksaray,AyKargo,"Nazmiye Hatun Apt, Taşpazar, Pir Ali Sultan Cd. 5/D, 68100 Aksaray Merkez/Aksaray, Türkiye","38.3671258, 34.0243945"
3984,PETLAS-Aysaray Oto Lastik,Aksaray,AyKargo,"TACİN MAH. 2, Hacılar Harmanı, E90 NO:1 D:S, 68200 Aksaray Merkez/Aksaray, Türkiye","38.3645, 34.00658"
3985,Ipragaz,Aksaray,AyKargo,"Büyük Bölcek, Yunuskent Konutları, 68200 Aksaray Merkez/Aksaray, Türkiye","38.373911, 34.006537"
3986,Aykargo Zile,Amasya,AyKargo,"Sakiler, Amasya Cd. No:8, 60400 Zile/Tokat, Türkiye","40.3027467, 35.8867258"
3987,Yurtiçi Kargo Bağlıca Şubesi,Ankara,AyKargo,"Bağlıca mah. Eskibağlar cad. No: 13BD, Bağlıca, 06790 Etimesgut/Ankara, Türkiye","39.895969699999995, 32.6386471"
3988,Aykargo Mehmet Akif Ersoy Mahalle Şubesi Karateke Ticaret AYGAZ PÜRSU,Antalya,AyKargo,"Mehmet Akif Ersoy, Mehmet Atay Cd. No:46/B, 07320 Kepez/Antalya, Türkiye","36.9229376, 30.7214275"
3989,Aykargo Ermenek-Aygaz-Pürsu,Antalya,AyKargo,"Ermenek, 10 NOLU SK NO: 87, 07230 Muratpaşa/Antalya, Türkiye","36.8704889, 30.822405300000003"
3990,AYKARGO AYSER,Antalya,AyKargo,"Güzeloba, Barınaklar Blv. No:145A, 07235 Muratpaşa/Antalya, Türkiye","36.8561774, 30.7813917"
3991,Yurtiçi Kargo Ardahan,Ardahan,AyKargo,"Karagöl, Kargı Sitesi, Kazım Moğan Cd No:3A C Blok, 75100 Ardahan Merkez/Ardahan, Türkiye","41.1084798, 42.6953975"
3992,Sürat Kargo Ardahan Şube,Ardahan,AyKargo,"Karagöl, Kongre Cd. No:117/A, 75000 Ardahan Merkez/Ardahan, Türkiye","41.1071339, 42.6920858"
3993,Aras Kargo Ardahan Şubesi,Ardahan,AyKargo,"Kaptanpaşa, Koca Mustafa Paşa Cd. No:26A, 75100 Ardahan Merkez/Ardahan, Türkiye","41.1107302, 42.7022367"
3994,Yurtiçi Kargo Artvin,Artvin,AyKargo,"Orta Mah. Miralay Şükrü Bey Cad. N: 70/G, Orta, 08010 Artvin Merkez/Artvin, Türkiye","41.1832371, 41.8233958"
3995,Mng Kargo - Zeybek Şubesi,Aydın,AyKargo,"Kurtuluş, Süleyman Seba Cd. No:12B, 09020 Efeler/Aydın, Türkiye","37.8392629, 27.8441714"
3996,Yurtiçi Kargo Balıkesir,Balıkesir,AyKargo,"Eski Kuyumcular, Mahallesi, Yeşilli Cd. No: 66/A, 10010 Merkez/Balıkesir, Türkiye","39.646898799999995, 27.884569"
3997,Aktif Kurye Bartın (erbay kurye erçin erbay),Bartın,AyKargo,"Kırtepe, 163. Sk. No:1 no:5, 74100 Bartın Merkez/Bartın, Türkiye","41.635349999999995, 32.334945999999995"
3998,Sürat Kargo Bartın Şube,Bartın,AyKargo,"Kemer Köprü, 901.Sokak Sokak No:4/A, 74100 Merkez/Bartın, Türkiye","41.625289699999996, 32.33095410000001"
3999,Aras Kargo Bartin Cep Şubesi,Bartın,AyKargo,"Cumhuriyet Mh, Eski Hastane Cd No:12A, 74200 Merkez/Bartın, Türkiye","41.6256, 32.3224"
4000,Aras Kargo Bartın Şubesi,Bartın,AyKargo,"Orta, 200. Sk. No: 21, 74100 Bartın Merkez/Bartın, Türkiye","41.6321131, 32.3386211"
4001,Mng Kargo - Bartın Şubesi,Bartın,AyKargo,"Kemer Köprü, 875. Sk No:7B, 74100 Merkez/Bartın, Türkiye","41.6246325, 32.3275831"
4002,Mng Kargo - Orduyeri Şubesi,Bartın,AyKargo,"Orduyeri, Kaynarca Cd. No:67A, 74100 Bartın Merkez/Bartın, Türkiye","41.642627, 32.336506"
4003,Aygaz,Bartın,AyKargo,"Orta, Lütfiye Cd. No:31, 74100 Bartın Merkez/Bartın, Türkiye","41.63369, 32.337593999999996"
4004,PTT,Bartın,AyKargo,"Kırtepe, Ahçeloğlu Sk. No:8, 74100 Bartın Merkez/Bartın, Türkiye","41.631564, 32.3356"
4005,Ipragaz,Bartın,AyKargo,"Orta, Hendek Yanı Cd. No:99, 74100 Bartın Merkez/Bartın, Türkiye","41.631326, 32.3445722"
4006,Mogaz,Bartın,AyKargo,"Orta, Hendek Yanı Cd. No:121, 74100 Bartın Merkez/Bartın, Türkiye","41.632292299999996, 32.3424597"
4007,atay kurye,Batman,AyKargo,"Belde, Fırat Cd. No:42, 72000 Batman Merkez/Batman, Türkiye","37.908572299999996, 41.135914299999996"
4008,Yurtiçi Kargo Bayburt,Bayburt,AyKargo,"Tuzcuzade, Danışmendiler Cd. No: 17/A, 69010 Bayburt Merkez/Bayburt, Türkiye","40.2571611, 40.2230268"
4009,Sürat Kargo Bayburt Şube,Bayburt,AyKargo,"Tuzcuzade, Pönserek Sk. No:17/A, 69000 Bayburt Merkez/Bayburt, Türkiye","40.256589999999996, 40.223237999999995"
4010,Aras Kargo Bayburt Şubesi,Bayburt,AyKargo,"Tuzcuzade, Danışmendiler Cd. No:18B, 69000 Bayburt Merkez/Bayburt, Türkiye","40.2567664, 40.2223025"
4011,Aykargo Kınalıada,Bilecik,AyKargo,"Kınalıada, Çarşı Ardı Sk. No:10A, 34977 Adalar/İstanbul, Türkiye","40.9087878, 29.0547475"
4012,Lipetgaz,Bingöl,AyKargo,"İnönü, Demirciler Sk. No:1/A, 12000 Bingöl Merkez/Bingöl, Türkiye","38.885934, 40.496786"
4013,Yurtiçi Kargo Bingöl,Bingöl,AyKargo,"Yenişehir mah. Melikşah sok. No: 20/B, Yenişehir, 12010 Merkez/Bingöl, Türkiye","38.881175999999996, 40.496420199999996"
4014,UPS SHIPPING,Bingöl,AyKargo,"Yenişehir, Furkan Sk. No:24/A, 12000 Bingöl Merkez/Bingöl, Türkiye","38.88124880000001, 40.4979826"
4015,MNG Kargo,Bingöl,AyKargo,"Bahçelievler Mah Hürriyet Cad. Emirhan Apt. No:34, Merkez, 12010 Bingöl Merkez/Bingöl, Türkiye","38.8855301, 40.4908023"
4016,Mng Kargo - Düzağaç,Bingöl,AyKargo,"Recep Tayyip Erdoğan, Kale Cd. No:23/A, 12000 Merkez/Bingöl, Türkiye","38.9041852, 40.4911333"
4017,Aygaz Tüp Bayisi,Bingöl,AyKargo,"Yenişehir Mah. Genç Cad. Bozaba Apt. No: 3/A, Şehitlik Karşısı, Yenişehir, 12400 Bingöl Merkez/Bingöl, Türkiye","38.8839506, 40.498780499999995"
4018,Aras Kargo Bingöl Cep Şubesi,Bingöl,AyKargo,"Bahçelievler, Cumhuriyet Cd. No:26, 12010 Merkez/Bingöl, Türkiye","38.8866, 40.4917"
4019,Aras Kargo Bingöl Şubesi,Bingöl,AyKargo,"Simani Mh, Bingöl Muş Yolu No:148, 12010 Merkez/Bingöl, Türkiye","38.9071587, 40.5573778"
4020,Aygaz Tup Bayi,Bingöl,AyKargo,"No:, İnönü, Görele Sk., 12000 Bingöl Merkez/Bingöl, Türkiye","38.8854684, 40.5035872"
